Sample	cat16-17.trees	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence02_sequence10_sequence06_sequence15	cat16-17.sequence05_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-17.sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence10_sequence06_sequence15	cat16-17.sequence01_sequence04_sequence02_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence09_sequence03_sequence08_sequence15	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08_sequence15	
1322	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1323	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1324	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1325	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1326	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1327	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1328	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1329	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1330	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1331	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1332	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1333	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1334	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1335	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1336	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1337	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1338	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1339	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1340	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1341	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1342	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1343	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1344	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1345	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1346	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1347	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1348	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1349	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1350	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1351	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1352	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1353	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1354	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1355	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1356	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1357	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1358	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1359	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1360	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1361	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1362	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1363	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1364	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1365	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1366	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1367	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1368	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1369	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1370	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1371	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1372	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1373	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1374	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1375	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1376	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1377	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1378	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1379	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1380	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1381	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1382	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1383	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1384	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1385	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1386	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1387	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1388	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1389	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1390	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1391	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1392	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1393	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1394	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1395	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1396	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1397	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1398	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1399	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1400	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1401	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1402	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1403	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1404	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1405	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1406	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1407	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1408	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1409	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1410	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1411	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1412	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1413	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1414	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1415	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1416	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1417	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1418	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1419	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1420	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1421	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1422	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1423	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1424	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1425	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1426	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1427	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1428	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1429	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1430	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1431	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1432	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1433	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1434	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1435	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1436	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1437	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1438	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1439	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1440	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1441	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1442	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
1443	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1444	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1445	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1446	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1447	26.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1448	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1449	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1450	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1451	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1452	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1453	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1454	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1455	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1456	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1457	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1458	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1459	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1460	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1461	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1462	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1463	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1464	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1465	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1466	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1467	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1468	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1469	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1470	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1471	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1472	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1473	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1474	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1475	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
1476	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1477	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1478	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1479	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1480	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1481	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1482	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1483	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1484	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1485	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1486	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1487	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1488	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1489	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1490	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1491	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1492	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1493	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1494	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1495	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1496	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1497	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1498	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1499	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1500	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1501	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1502	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1503	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1504	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1505	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1506	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1507	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1508	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1509	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1510	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1511	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1512	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1513	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1514	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1515	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1516	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1517	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1518	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1519	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1520	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1521	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1522	26.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1523	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1524	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1525	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1526	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1527	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1528	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1529	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1530	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1531	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1532	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1533	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1534	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1535	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1536	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1537	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1538	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1539	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1540	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1541	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1542	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1543	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1544	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1545	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1546	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1547	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1548	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1549	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1550	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1551	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1552	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1553	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1554	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1555	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1556	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1557	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1558	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1559	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1560	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1561	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1562	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1563	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1564	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1565	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1566	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1567	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1568	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1569	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1570	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1571	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1572	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1573	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1574	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1575	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1576	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1577	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1578	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1579	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1580	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1581	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1582	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1583	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1584	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1585	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1586	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1587	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1588	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1589	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1590	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1591	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1592	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1593	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1594	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1595	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1596	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1597	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1598	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1599	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1600	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1601	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1602	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1603	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1604	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1605	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1606	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1607	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1608	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1609	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1610	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1611	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1612	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1613	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
1614	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1615	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1616	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1617	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1618	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1619	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1620	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1621	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1622	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1623	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1624	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1625	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1626	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1627	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1628	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1629	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1630	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1631	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1632	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1633	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1634	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1635	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1636	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1637	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1638	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1639	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1640	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1641	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1642	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1643	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1644	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1645	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1646	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1647	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1648	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1649	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1650	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1651	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1652	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1653	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1654	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1655	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1656	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1657	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1658	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1659	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
